university_name,university_domain,program_name,course_id,course_name,description,credits,level,verified_url,skills
Stanford University,stanford.edu,Computer Science,CS 197C,Computer Science Research: CURIS Internship Onramp,"A version of CS 197 designed specifically for students who will be participating in spring/summer CURIS internships  OR have an ongoing research project with a (Ph.D. student or professor) mentor in the Stanford Computer Science department. An onramp for students interested in breaking new ground in the frontiers of computer science. Course format features faculty lectures introducing the fundamentals of computer science research, alongside mentorship and feedback from the CURIS or research mentor on a real research project. Students will attend the same lectures as CS197 and may enroll for 3 units. Lecture topics include reading technical papers, practicing oral communication and technical writing skills, and independently formulating research questions. Students must have commitment from their CURIS or research mentor for weekly check-in meetings. Prerequisite: CS106B.",3,undergraduate,https://explorecourses.stanford.edu/search?q=CS&filter-departmentcode-CS=on&filter-coursestatus-Active=on,"technical writing, oral communication, research methods, reading technical papers, formulating research questions"
Stanford University,stanford.edu,Computer Science,CS 198,Teaching Computer Science,"Students lead a discussion section of 106A while learning how to teach a programming language at the introductory level. Focus is on teaching skills, techniques, and course specifics. Application and interview required; see http://cs198.stanford.edu.",4-Mar,undergraduate,https://explorecourses.stanford.edu/search?q=CS&filter-departmentcode-CS=on&filter-coursestatus-Active=on,"Java, Teaching, Instructional Techniques, Discussion Leadership"
Stanford University,stanford.edu,Computer Science,CS 198B,Additional Topics in Teaching Computer Science,Students build on the teaching skills developed in CS198. Focus is on techniques used to teach topics covered in CS106B. Prerequisite: successful completion of CS198.,1,undergraduate,https://explorecourses.stanford.edu/search?q=CS&filter-departmentcode-CS=on&filter-coursestatus-Active=on,"Technical Writing, Oral Presentations, Pedagogy, Computer Science Education"
Stanford University,stanford.edu,Computer Science,CS 199,Independent Work,"Special study under faculty direction, usually leading to a written report. Enroll in the section that is led by your research instructor. Letter grade; if not appropriate, enroll in CS199P. Prerequisite: consent of instructor.",6-Jan,undergraduate,https://explorecourses.stanford.edu/search?q=CS&filter-departmentcode-CS=on&filter-coursestatus-Active=on,"Research Methods, Technical Writing, Academic Writing, Research Report Writing"
Stanford University,stanford.edu,Computer Science,CS 199P,Independent Work,"Special study under faculty direction, usually leading to a written report. Enroll in the section that is led by your research instructor. CR/NC only, if not appropriate, enroll in CS199. Prerequisite: consent of instructor.",6-Jan,undergraduate,https://explorecourses.stanford.edu/search?q=CS&filter-departmentcode-CS=on&filter-coursestatus-Active=on,"Research, Technical Writing, Academic Writing"
University of Illinois Urbana-Champaign,illinois.edu,Computer Science,CS 100,Computer Science Orientation,Introduction to Computer Science as a field and career for incoming first year and external transfer students in the computer science majors. Overview of the field and specific examples of problem areas and methods of solution.,1,undergraduate,https://catalog.illinois.edu/courses-of-instruction/cs/,
University of Illinois Urbana-Champaign,illinois.edu,Computer Science,CS 101,Intro Computing: Engrg & Sci,"Fundamental principles, concepts, and methods of computing, with emphasis on applications in the physical sciences and engineering. Basic problem solving and programming techniques; fundamental algorithms and data structures; use of computers in solving engineering and scientific problems. Intended for engineering and science majors. Prerequisite: One of MATH 220 or MATH 221 or MATH 231 or MATH 241 . This course satisfies the General Education Criteria for: Quantitative Reasoning II",3,undergraduate,https://catalog.illinois.edu/courses-of-instruction/cs/,"Algorithms, Data Structures"
University of Illinois Urbana-Champaign,illinois.edu,Computer Science,CS 102,Little Bits to Big Ideas,Same as INFO 102 . See INFO 102 .,4,undergraduate,https://catalog.illinois.edu/courses-of-instruction/cs/,
University of Illinois Urbana-Champaign,illinois.edu,Computer Science,CS 105,Intro Computing: Non-Tech,"Computing as an essential tool of academic and professional activities. Functions and interrelationships of computer system components: hardware, systems and applications software, and networks. Widely used application packages such as spreadsheets and databases. Concepts and practice of programming for the solution of simple problems in different application areas. Intended for non-science and non-engineering majors. Prerequisite: MATH 112 . This course satisfies the General Education Criteria for: Quantitative Reasoning I",3,undergraduate,https://catalog.illinois.edu/courses-of-instruction/cs/,"Computer Hardware, Systems Software, Application Software, Computer Networks, Spreadsheets, Databases, Programming, Quantitative Reasoning"
University of Illinois Urbana-Champaign,illinois.edu,Computer Science,CS 107,Data Science Discovery,Same as IS 107 and STAT 107 . See STAT 107 . This course satisfies the General Education Criteria for: Quantitative Reasoning I,4,undergraduate,https://catalog.illinois.edu/courses-of-instruction/cs/,Quantitative Reasoning
University of Illinois Urbana-Champaign,illinois.edu,Computer Science,CS 124,Introduction to Computer Science I,Basic concepts in computing and fundamental techniques for solving computational problems. Intended as a first course for computer science majors and others with a deep interest in computing. Credit is not given for both CS 124 and CS 125 . Prerequisite: Three years of high school mathematics or MATH 112 . This course satisfies the General Education Criteria for: Quantitative Reasoning I,3,undergraduate,https://catalog.illinois.edu/courses-of-instruction/cs/,"Computing, Computational Problem Solving, Quantitative Reasoning"
University of Illinois Urbana-Champaign,illinois.edu,Computer Science,CS 125,Introduction to Computer Science,Basic concepts in computing and fundamental techniques for solving computational problems. Intended as a first course for computer science majors and others with a deep interest in computing. Credit is not given for both CS 125 and CS 124 . Prerequisite: Three years of high school mathematics or MATH 112 .,4,undergraduate,https://catalog.illinois.edu/courses-of-instruction/cs/,
University of Illinois Urbana-Champaign,illinois.edu,Computer Science,CS 126,Software Design Studio,"Fundamental principles and techniques of software development. Design, documentation, testing, and debugging software, with a significant emphasis on code review. Credit is not given for both CS 242 and CS 126 . Prerequisite: CS 125 . For majors only.",3,undergraduate,https://catalog.illinois.edu/courses-of-instruction/cs/,"Software Design, Documentation, Testing, Debugging, Code Review"
University of Illinois Urbana-Champaign,illinois.edu,Computer Science,CS 128,Introduction to Computer Science II,Continuation of CS 124 . More advanced concepts in computing and techniques and approaches for solving computational problems. Prerequisite: CS 124 or CS 125 . This course satisfies the General Education Criteria for: Quantitative Reasoning II,3,undergraduate,https://catalog.illinois.edu/courses-of-instruction/cs/,
University of Illinois Urbana-Champaign,illinois.edu,Computer Science,CS 173,Discrete Structures,"[IAI Code: CS915] Discrete mathematical structures frequently encountered in the study of Computer Science. Sets, propositions, Boolean algebra, induction, recursion, relations, functions, and graphs. Credit is not given toward graduation for: Credit is not given for both CS 173 and MATH 213 . Prerequisite: One of CS 124 , CS 125 , ECE 220 ; one of MATH 220 , MATH 221 .",3,undergraduate,https://catalog.illinois.edu/courses-of-instruction/cs/,"Discrete Mathematics, Set Theory, Propositional Logic, Boolean Algebra, Mathematical Induction, Recursion, Relation Theory, Function Theory, Graph Theory"
University of Illinois Urbana-Champaign,illinois.edu,Computer Science,CS 196,First-Year Student Honors,"Offered for honors credit in conjunction with other 100-level computer science courses taken concurrently. A special examination may be required for admission to this course. May be repeated if topics vary, for a maximum of 2 hours in the same semester and a maximum of 3 hours total. Prerequisite: Concurrent registration in another 100-level computer science course (see Schedule).",1,undergraduate,https://catalog.illinois.edu/courses-of-instruction/cs/,
University of Illinois Urbana-Champaign,illinois.edu,Computer Science,CS 199,Undergraduate Open Seminar in Computer Science,Topics vary. Approved for Letter and S/U grading. May be repeated.,0 to 5,undergraduate,https://catalog.illinois.edu/courses-of-instruction/cs/,
University of Illinois Urbana-Champaign,illinois.edu,Computer Science,CS 210,Ethical & Professional Issues,"Ethics for the computing profession. Ethical decision-making; licensing; intellectual property, freedom of information, and privacy. Credit is not given for both CS 210 and either CS 211 or ECE 316 . Prerequisite: CS 225 . Junior standing required.",2,undergraduate,https://catalog.illinois.edu/courses-of-instruction/cs/,"Ethical decision-making, Licensing, Intellectual property, Freedom of information, Privacy"
University of Illinois Urbana-Champaign,illinois.edu,Computer Science,CS 211,Ethical and Professional Conduct,"Navigating the complex ethical and professional landscape of the computing professional: privacy, intellectual property, cybersecurity, and freedom of speech. Hands-on exercises, assignments, and discussions in which students analyze current events from perspectives in both philosophical and professional ethics. Writing professionally and technically in several writing assignments requiring peer review, workshops, and multiple rounds of editing and revising. Credit is not given for both CS 211 and CS 210 or ECE 316 . Prerequisite: CS 225 . This course satisfies the General Education Criteria for: Advanced Composition",3,undergraduate,https://catalog.illinois.edu/courses-of-instruction/cs/,"Cybersecurity, Privacy, Intellectual Property, Tech Ethics, Technical Writing, Peer Review, Editing, Revising, Analysis, Professional Writing"
University of Illinois Urbana-Champaign,illinois.edu,Computer Science,CS 222,Software Design Lab,"Design and implementation of novel software solutions. Problem identification and definition; idea generation and evaluation; and software implementation, testing, and deployment. Emphasizes software development best practices—including framework selection, code review, documentation, appropriate library usage, project management, continuous integration and testing, and teamwork. Prerequisite: CS 128 ; credit or concurrent registration in CS 225 . Restricted to majors in Computer Science undergraduate curricula only.",1,undergraduate,https://catalog.illinois.edu/courses-of-instruction/cs/,"Software Design, Software Implementation, Testing, Deployment, Framework Selection, Code Review, Documentation, Library Usage, Project Management, Continuous Integration, Continuous Testing, Teamwork, Problem Identification, Idea Generation, Idea Evaluation"
University of Illinois Urbana-Champaign,illinois.edu,Computer Science,CS 225,Data Structures,"Data abstractions: elementary data structures (lists, stacks, queues, and trees) and their implementation using an object-oriented programming language. Solutions to a variety of computational problems such as search on graphs and trees. Elementary analysis of algorithms. Credit is not given toward graduation for: CS 277 if credit for CS 225 has been earned. Prerequisite: CS 126 or CS 128 or ECE 220 ; One of CS 173 , CS 413 , MATH 213 , MATH 314 , MATH 347 , MATH 412 , or MATH 413 . This course satisfies the General Education Criteria for: Quantitative Reasoning II",4,undergraduate,https://catalog.illinois.edu/courses-of-instruction/cs/,"Data Abstractions, Lists, Stacks, Queues, Trees, Object-Oriented Programming, Graph Search, Tree Search, Algorithm Analysis, Computational Problem Solving, Quantitative Reasoning"
University of Illinois Urbana-Champaign,illinois.edu,Computer Science,CS 233,Computer Architecture,"Fundamentals of computer architecture: digital logic design, working up from the logic gate level to understand the function of a simple computer; machine-level programming to understand implementation of high-level languages; performance models of modern computer architectures to enable performance optimization of software; hardware primitives for parallelism and security. Prerequisite: CS 125 or CS 128 ; CS 173 or MATH 213 ; credit or concurrent enrollment in CS 225 .",4,undergraduate,https://catalog.illinois.edu/courses-of-instruction/cs/,"Computer Architecture, Digital Logic Design, Logic Gates, Machine-Level Programming, Performance Modeling, Software Performance Optimization, Parallelism, Hardware Security"
University of Illinois Urbana-Champaign,illinois.edu,Computer Science,CS 242,Programming Studio,Intensive programming lab intended to strengthen skills in programming. Prerequisite: CS 241.,3,undergraduate,https://catalog.illinois.edu/courses-of-instruction/cs/,Programming
University of Illinois Urbana-Champaign,illinois.edu,Computer Science,CS 265,Innovation Illinois: From Accessible Design to Supercomputing Cultures,Same as IS 265 and MACS 265 . See MACS 265 .,3,undergraduate,https://catalog.illinois.edu/courses-of-instruction/cs/,
University of Illinois Urbana-Champaign,illinois.edu,Computer Science,CS 266,Community Innovation,Same as IS 266 and MACS 266 . See IS 266 . This course satisfies the General Education Criteria for: Social & Beh Sci - Soc Sci Cultural Studies - Western,3,undergraduate,https://catalog.illinois.edu/courses-of-instruction/cs/,
University of Illinois Urbana-Champaign,illinois.edu,Computer Science,CS 277,Algorithms and Data Structures for Data Science,"Introduction to elementary concepts in algorithms and classical data structures with a focus on their applications in Data Science. Topics include algorithm analysis (ex: Big-O notation), elementary data structures (ex: lists, stacks, queues, trees, and graphs), basics of discrete algorithm design principles (ex: greedy, divide and conquer, dynamic programming), and discussion of discrete and continuous optimization. Credit is not given for CS 277 if credit for CS 225 is earned. Prerequisite: STAT 207 ; one of MATH 220 , MATH 221 , MATH 234 . CS 277 cannot be taken concurrently with CS 225 .",4,undergraduate,https://catalog.illinois.edu/courses-of-instruction/cs/,"Algorithms, Data Structures, Big-O notation, Lists, Stacks, Queues, Trees, Graphs, Greedy algorithms, Divide and conquer, Dynamic programming, Discrete optimization, Continuous optimization"
University of Illinois Urbana-Champaign,illinois.edu,Computer Science,CS 296,Honors Course,Group projects for honors credit in computer science. Sections of this course are offered in conjunction with other 200-level computer science courses taken concurrently. A special examination may be required for admission to this course. May be repeated. Prerequisite: Concurrent registration in another 200-level computer science course (see Schedule).,1,undergraduate,https://catalog.illinois.edu/courses-of-instruction/cs/,
University of Illinois Urbana-Champaign,illinois.edu,Computer Science,CS 307,Modeling and Learning in Data Science,"Introduction to the use of classical approaches in data modeling and machine learning in the context of solving data-centric problems. A broad coverage of fundamental models is presented, including linear models, unsupervised learning, supervised learning, and deep learning. A significant emphasis is placed on the application of the models in Python and the interpretability of the results. Prerequisite: STAT 207 ; one of MATH 225 , MATH 227 , MATH 257 , MATH 415 , MATH 416 , ASRM 406 .",4,undergraduate,https://catalog.illinois.edu/courses-of-instruction/cs/,"Data Modeling, Machine Learning, Linear Models, Unsupervised Learning, Supervised Learning, Deep Learning, Python, Model Interpretability"
University of Illinois Urbana-Champaign,illinois.edu,Computer Science,CS 340,Introduction to Computer Systems,"Basics of computer systems. Number representations, assembly/machine language, abstract models of processors (fetch/execute, memory hierarchy), processes/process control, simple memory management, file I/O and directories, network programming, usage of cloud services. Credit is not given for both CS 340 and CS 240. Prerequisite: CS 128 and CS 225 .",3,undergraduate,https://catalog.illinois.edu/courses-of-instruction/cs/,"Computer Systems, Number Representations, Assembly Language, Machine Language, Processor Architecture, Memory Hierarchy, Process Control, Memory Management, File I/O, Network Programming, Cloud Computing"
University of Illinois Urbana-Champaign,illinois.edu,Computer Science,CS 341,System Programming,"Basics of system programming, including POSIX processes, process control, inter-process communication, synchronization, signals, simple memory management, file I/O and directories, shell programming, socket network programming, RPC programming in distributed systems, basic security mechanisms, and standard tools for systems programming such as debugging tools. Credit is not given for both CS 341 and either CS 241 or ECE 391 . Prerequisite: CS 225 and CS 233 .",4,undergraduate,https://catalog.illinois.edu/courses-of-instruction/cs/,"POSIX processes, process control, inter-process communication, synchronization, signals, memory management, file I/O, directory management, shell programming, socket network programming, RPC programming, distributed systems, security mechanisms, debugging tools, POSIX, system programming"
University of Illinois Urbana-Champaign,illinois.edu,Computer Science,CS 357,Numerical Methods I,"Fundamentals of numerical methods for students in science and engineering; floating-point computation, systems of linear equations, approximation of functions and integrals, the single nonlinear equation, and the numerical solution of ordinary differential equations; various applications in science and engineering; programming exercises and use of high quality mathematical library routines. (Counts for advanced hours in LAS). Same as MATH 357 . Credit is not given toward graduation for: Credit is not given towards graduation for CS 357 if credit for CS 450 has been earned. Prerequisite: One of CS 101 , CS 105 , CS 124 , CS 125 or ECE 220 ; MATH 241 ; one of MATH 225 , MATH 227 , MATH 257 , MATH 415 , MATH 416 , ASRM 406 or BIOE 210 .",3,undergraduate,https://catalog.illinois.edu/courses-of-instruction/cs/,"Floating-point computation, Linear systems solving, Function approximation, Numerical integration, Root-finding algorithms, Numerical ODE solution, Mathematical library usage"
University of Illinois Urbana-Champaign,illinois.edu,Computer Science,CS 361,Probability & Statistics for Computer Science,"Introduction to probability theory and statistics with applications to computer science. Topics include: visualizing datasets, summarizing data, basic descriptive statistics, conditional probability, independence, Bayes theorem, random variables, joint and conditional distributions, expectation, variance and covariance, central limit theorem. Markov inequality, Chebyshev inequality, law of large numbers, Markov chains, simulation, the PageRank algorithm, populations and sampling, sample mean, standard error, maximum likelihood estimation, Bayes estimation, hypothesis testing, confidence intervals, linear regression, principal component analysis, classification, and decision trees. Credit is not given toward graduation for: Credit is not given for both CS 361 and ECE 313 . Prerequisite: MATH 220 or MATH 221 . Credit or concurrent registration in one of MATH 225 , MATH 227 , MATH 257 , MATH 415 , MATH 416 , ASRM 406 or BIOE 210 .",3,undergraduate,https://catalog.illinois.edu/courses-of-instruction/cs/,"Probability theory, Statistics, Data visualization, Data summarization, Descriptive statistics, Conditional probability, Independence, Bayes theorem, Random variables, Joint distributions, Conditional distributions, Expectation, Variance, Covariance, Central limit theorem, Markov inequality, Chebyshev inequality, Law of large numbers, Markov chains, Simulation, PageRank algorithm, Populations and sampling, Sample mean, Standard error, Maximum likelihood estimation, Bayesian estimation, Hypothesis testing, Confidence intervals, Linear regression, Principal component analysis, Classification, Decision trees"
University of Illinois Urbana-Champaign,illinois.edu,Computer Science,CS 374,Introduction to Algorithms & Models of Computation,"Analysis of algorithms, major paradigms of algorithm design including recursive algorithms, divide-and-conquer algorithms, dynamic programming, greedy algorithms, and graph algorithms. Formal models of computation including finite automata and Turing machines. Limitations of computation arising from fundamental notions of algorithm and from complexity-theoretic constraints. Reductions, undecidability and NP-completeness. Same as ECE 374 . Prerequisite: One of CS 173 , MATH 213 ; CS 225 .",4,undergraduate,https://catalog.illinois.edu/courses-of-instruction/cs/,"Algorithm Analysis, Recursive Algorithms, Divide-and-Conquer Algorithms, Dynamic Programming, Greedy Algorithms, Graph Algorithms, Formal Models of Computation, Finite Automata, Turing Machines, Computational Complexity Theory, Reductions, Undecidability, NP-completeness"
University of Illinois Urbana-Champaign,illinois.edu,Computer Science,CS 397,Individual Study,May be repeated. Prerequisite: Consent of instructor.,1 to 3,undergraduate,https://catalog.illinois.edu/courses-of-instruction/cs/,
University of Illinois Urbana-Champaign,illinois.edu,Computer Science,CS 398,Special Topics,Subject offerings of new and developing areas of knowledge in computer science intended to augment the existing curriculum. See Class Schedule or departmental course information for topics and prerequisites. May be repeated in the same or separate terms if topics vary.,1 to 4,undergraduate,https://catalog.illinois.edu/courses-of-instruction/cs/,
University of Illinois Urbana-Champaign,illinois.edu,Computer Science,CS 400,Accelerated Fundamentals of Computing I,"The first class in a sequence of two classes that introduces students to the basic concepts in computing with an emphasis on the fundamental techniques for solving computational problems. Topics include: core programming concepts (variables, data types, conditional expressions, loops, functions), basic data structures, searching and sorting algorithms, and data exploration and visualization. No prior programming experience is required. No undergraduate credit. 3 graduate hours. Prerequisite: Current enrollment in the Illinois Computing Accelerator for Non-specialists (iCAN) program or consent of instructor. Restricted to post-baccalaureate students with a non-computing background.",3,undergraduate,https://catalog.illinois.edu/courses-of-instruction/cs/,"Variables, Data Types, Conditional Expressions, Loops, Functions, Data Structures, Searching Algorithms, Sorting Algorithms, Data Exploration, Data Visualization"
University of Illinois Urbana-Champaign,illinois.edu,Computer Science,CS 401,Accelerated Fundamentals of Algorithms I,"The first class in a sequence of two classes that introduces students to the theoretical foundations of computer science. Topics include counting, sets, functions, decision trees, recursion, binary numbers, basic graph theory, depth first search and breadth first search, algorithms for computing shortest paths, data structures like stacks and queues, big O notation and asymptotic analysis, complexity classes like P and NP, and reductions. No undergraduate credit. 3 graduate hours. Prerequisite: Current enrollment in the Illinois Computing Accelerator for Non-specialists (iCAN) program or consent of instructor. Restricted to post- baccalaureate students with a non-computing background.",3,undergraduate,https://catalog.illinois.edu/courses-of-instruction/cs/,"Counting, Set Theory, Functions, Decision Trees, Recursion, Binary Numbers, Graph Theory, Depth-First Search, Breadth-First Search, Shortest Path Algorithms, Stacks, Queues, Big O Notation, Asymptotic Analysis, Complexity Classes, P vs NP, Reductions"
University of Illinois Urbana-Champaign,illinois.edu,Computer Science,CS 402,Accelerated Fundamentals of Computing II,"Provides an accelerated introduction to class-based program design and the design of abstractions that support the design of reusable software and libraries. It reviews typical object-oriented concepts such as information hiding, encapsulation, polymorphism, inheritance, composition, and common design patterns. The course will also covers exception handling, database programming, and concurrent programming. No undergraduate credit. 3 graduate hours. Prerequisite: CS 400 or consent of instructor. Current enrollment in the Illinois Computing Accelerator for Non-specialists (iCAN) program or consent of instructor. Restricted to post-baccalaureate students with a non-computing background.",3,undergraduate,https://catalog.illinois.edu/courses-of-instruction/cs/,"Class-Based Design, Abstraction Design, Reusable Software Design, Library Design, Object-Oriented Programming, Information Hiding, Encapsulation, Polymorphism, Inheritance, Composition, Design Patterns, Exception Handling, Database Programming, Concurrent Programming"
University of Illinois Urbana-Champaign,illinois.edu,Computer Science,CS 403,Accelerated Fundamentals of Algorithms II,"The second class in a sequence of two classes that introduces students to the theoretical foundations of computer science. Topics include major paradigms of algorithm design divide and conquer, greedy, recursive, and dynamic programming; solving recurrences and analysis of divide and conquer algorithms; graph algorithms; formal models of computations like finite state automata and Turing machines; reductions. No undergraduate credit. 3 graduate hours. Prerequisite: CS 401 or consent of instructor. Current enrollment in the Illinois Computing Accelerator for Non-specialists (iCAN) program or consent of instructor. Restricted to post-baccalaureate students with a non-computing background.",3,undergraduate,https://catalog.illinois.edu/courses-of-instruction/cs/,"Algorithm Design, Divide and Conquer, Greedy Algorithms, Recursive Programming, Dynamic Programming, Recurrence Relations, Algorithm Analysis, Graph Algorithms, Formal Models of Computation, Finite State Automata, Turing Machines, Reductions"
University of Illinois Urbana-Champaign,illinois.edu,Computer Science,CS 407,Cryptography,Same as ECE 407 . See ECE 407 .,3,undergraduate,https://catalog.illinois.edu/courses-of-instruction/cs/,
University of Illinois Urbana-Champaign,illinois.edu,Computer Science,CS 409,The Art of Web Programming,"Client- and server-side technologies that enable modern Web applications. Topics include the building blocks of the Web (browsers, HTML, CSS, JavaScript) and data exchange (HTTP, AJAX, JSON, REST). Assignments expose students to full-stack web development, and JavaScript frameworks that scaffold MVC architectures and event-driven, asynchronous programming. The course culminates in a final project, where students work in teams to design and develop an original, database-backed web application. 3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: CS 225 .",3,undergraduate,https://catalog.illinois.edu/courses-of-instruction/cs/,"Client-Side Development, Server-Side Development, Web Application Development, HTML, CSS, JavaScript, HTTP, AJAX, JSON, REST, Full-Stack Web Development, JavaScript Frameworks, MVC Architecture, Event-Driven Programming, Asynchronous Programming, Teamwork, Web Design, Databases"
University of Illinois Urbana-Champaign,illinois.edu,Computer Science,CS 410,Text Information Systems,"Theory, design, and implementation of text-based information systems. Text analysis, retrieval models (e.g., Boolean, vector space, probabilistic), text categorization, text filtering, clustering, retrieval system design and implementation, and applications to web information management. 3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: CS 225 .",3,undergraduate,https://catalog.illinois.edu/courses-of-instruction/cs/,"Information Retrieval, Boolean model, Vector Space Model, Probabilistic Model, Text Analysis, Text Categorization, Text Filtering, Clustering, Retrieval System Design, Web Information Management"
University of Illinois Urbana-Champaign,illinois.edu,Computer Science,CS 411,Database Systems,"Examination of the logical organization of databases: the entity-relationship model; the hierarchical, network, and relational data models and their languages. Functional dependencies and normal forms. Design, implementation, and optimization of query languages; security and integrity; concurrency control, and distributed database systems. 3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: CS 225 .",3,undergraduate,https://catalog.illinois.edu/courses-of-instruction/cs/,"Entity-Relationship Modeling, Hierarchical Data Model, Network Data Model, Relational Data Model, Functional Dependency Analysis, Normal Forms, Query Language Design, Query Language Implementation, Query Optimization, Database Security, Data Integrity, Concurrency Control, Distributed Database Systems"
University of Illinois Urbana-Champaign,illinois.edu,Computer Science,CS 412,Introduction to Data Mining,"Concepts, techniques, and systems of data warehousing and data mining. Design and implementation of data warehouse and on-line analytical processing (OLAP) systems; data mining concepts, methods, systems, implementations, and applications. 3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: CS 225 .",3,undergraduate,https://catalog.illinois.edu/courses-of-instruction/cs/,"Data Warehousing, Data Mining, On-line Analytical Processing (OLAP), Database Design, Database Implementation, Data Modeling, Statistical Analysis, Algorithms"
University of Illinois Urbana-Champaign,illinois.edu,Computer Science,CS 413,Intro to Combinatorics,Same as MATH 413 . See MATH 413 .,3,undergraduate,https://catalog.illinois.edu/courses-of-instruction/cs/,
University of Illinois Urbana-Champaign,illinois.edu,Computer Science,CS 414,Multimedia Systems,"Organization and structure of modern multimedia systems; audio and video encoding; quality of service concepts; scheduling algorithms for multimedia within OS and networks multimedia protocols over high-speed networks; synchronization schemes, user-interface design; multimedia teleservices. 3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: One of CS 240, CS 241, CS 340 , CS 341 or ECE 391 .",3,undergraduate,https://catalog.illinois.edu/courses-of-instruction/cs/,"Multimedia Systems, Audio Encoding, Video Encoding, Quality of Service (QoS), Scheduling Algorithms, Operating Systems, Computer Networks, Network Protocols, Synchronization Schemes, User-Interface Design"
University of Illinois Urbana-Champaign,illinois.edu,Computer Science,CS 415,Game Development,"A team and project-based course on the technical aspects of video game development and game engine internals: geometric modeling, game physics and AI, shader programming, real-time physically based rendering, and software engineering practices within the game industry. The central focus of the course is the development of a game by teams of 3 to 5 students. The course strongly emphasizes code development using a modern game engine. Students will gain skills necessary to develop games and to develop game engines. 3 undergraduate hours. 4 graduate hours. Prerequisite: CS 225 .",3,undergraduate,https://catalog.illinois.edu/courses-of-instruction/cs/,"Geometric Modeling, Game Physics, Artificial Intelligence, Shader Programming, Real-Time Physically Based Rendering, Software Engineering Practices, Game Engine Internals, Team-Based Project Development"
University of Illinois Urbana-Champaign,illinois.edu,Computer Science,CS 416,Data Visualization,"Elements of databases, computer graphics and perceptual psychology combined to utilize the human visual system to improve user understanding of large datasets. Topics include appropriate and effective selection and construction of charts, organization of dashboards, and design for user engagement and interaction. 3 undergraduate hours. 4 graduate hours. Prerequisite: CS 225 .",3,undergraduate,https://catalog.illinois.edu/courses-of-instruction/cs/,"Databases, Computer Graphics, Perceptual Psychology, Data Visualization, Chart Selection, Chart Construction, Dashboard Organization, User Engagement Design, Interaction Design, Human-Computer Interaction (HCI)"
University of Illinois Urbana-Champaign,illinois.edu,Computer Science,CS 417,Introduction to Extended Reality,"Provides a deep understanding of the fundamentals of virtual reality (VR) and augmented reality (AR) systems through practical experience implementing these extended reality (XR) systems. Topics covered include visual and audio display technology, tracking, human perception and psychophysics, building user interfaces for XR applications, and analyzing XR experiences. 3 undergraduate hours. 4 graduate hours. Prerequisite: CS 128 ; one of MATH 257 , MATH 225 , MATH 227 , MATH 415 , MATH 416 , ASRM 406 or BIOE 210 .",3,undergraduate,https://catalog.illinois.edu/courses-of-instruction/cs/,"Virtual Reality, Augmented Reality, Extended Reality, Visual Display Technology, Audio Display Technology, Sensor Tracking, Human Perception, Psychophysics, XR UI Development, XR Experience Analysis"
University of Illinois Urbana-Champaign,illinois.edu,Computer Science,CS 418,Interactive Computer Graphics,"Basic mathematical tools and computational techniques for modeling, rendering, and animating 3-D scenes. Same as CSE 427 . 3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: CS 225 ; One of MATH 225 , MATH 257 , MATH 415 , MATH 416 , ASRM 406 , or BIOE 210 ; MATH 241 .",3,undergraduate,https://catalog.illinois.edu/courses-of-instruction/cs/,"3D Modeling, 3D Rendering, 3D Animation, Computational Techniques, Linear Algebra, Multivariable Calculus, Matrix Algebra"
University of Illinois Urbana-Champaign,illinois.edu,Computer Science,CS 419,Production Computer Graphics,"Advanced methods for representing, displaying, and rendering two-, three-, and four-dimensional scenes. General algebraic curves and surfaces, splines, Gaussian and bump-function representation, fractals, particle systems, constructive solid geometry methods, lighting models, radiosity, advanced ray-tracing methods, surface texturing animation techniques, data visualization methods. 3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: CS 418 or CSE 427 .",3,undergraduate,https://catalog.illinois.edu/courses-of-instruction/cs/,"2D Rendering, 3D Rendering, 4D Rendering, Algebraic Curves, Algebraic Surfaces, Splines, Gaussian Representation, Bump Mapping, Fractals, Particle Systems, Constructive Solid Geometry, Lighting Models, Radiosity, Ray Tracing, Surface Texturing, Computer Animation, Data Visualization"
University of Illinois Urbana-Champaign,illinois.edu,Computer Science,CS 420,Parallel Progrmg: Sci & Engrg,"Fundamental issues in design and development of parallel programs for various types of parallel computers. Various programming models according to both machine type and application area. Cost models, debugging, and performance evaluation of parallel programs with actual application examples. Same as CSE 402 and ECE 492 . 3 undergraduate hours. 3 or 4 graduate hours. Prerequisite: CS 225 .",3,undergraduate,https://catalog.illinois.edu/courses-of-instruction/cs/,"Parallel Programming, Parallel Computing, Software Design, Software Development, Programming Models, Cost Modeling, Debugging, Performance Evaluation"
